timestamp,joint_positions,joint_velocities,object_position,target_position,last_action,interpered_actions
1745586298.6271427,"[0.0016643441579243384, 0.009421332438074637, 0.0032632142325646537, 0.028940690583481476, 0.056314822187480046, 0.02331776138133934, 0.08759387159231147, -0.04009226166730514, -0.04009226166730514]","[0.0003261402518967263, 0.00032562346244184305, 0.0005961162328098353, 0.0008249205343507258, 0.00012268875530835674, -0.0002856930726603432, -0.0008366355775128513, 6.859483050407257e-06, 6.859483050407257e-06]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.6373165,"[0.0016643441579243384, 0.009421332438074637, 0.0032632142325646537, 0.028940690583481476, 0.056314822187480046, 0.02331776138133934, 0.08759387159231147, -0.04009226166730514, -0.04009226166730514]","[0.0003261402518967263, 0.00032562346244184305, 0.0005961162328098353, 0.0008249205343507258, 0.00012268875530835674, -0.0002856930726603432, -0.0008366355775128513, 6.859483050407257e-06, 6.859483050407257e-06]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.6471868,"[0.0016623462531359392, 0.009419142104485467, 0.003261140287855072, 0.02894428144462191, 0.05631401662215527, 0.023286337778975152, 0.08760034332319311, -0.04009226166730514, -0.04009226166730514]","[-0.0007593852996299166, -0.00047137125354565734, 0.00017008066364641405, 0.00022566658843493459, -9.929236401518124e-05, -0.002547131781543512, 0.001389700863202252, 6.859483050407257e-06, 6.859483050407257e-06]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.6572003,"[0.0016623462531359392, 0.009419142104485467, 0.003261140287855072, 0.02894428144462191, 0.05631401662215527, 0.023286337778975152, 0.08760034332319311, -0.04009226166730514, -0.04009226166730514]","[-0.0007593852996299166, -0.00047137125354565734, 0.00017008066364641405, 0.00022566658843493459, -9.929236401518124e-05, -0.002547131781543512, 0.001389700863202252, 6.859483050407257e-06, 6.859483050407257e-06]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.6675246,"[0.0016623462531359392, 0.009419142104485467, 0.003261140287855072, 0.02894428144462191, 0.05631401662215527, 0.023286337778975152, 0.08760034332319311, -0.04009226166730514, -0.04009226166730514]","[-0.0007593852996299166, -0.00047137125354565734, 0.00017008066364641405, 0.00022566658843493459, -9.929236401518124e-05, -0.002547131781543512, 0.001389700863202252, 6.859483050407257e-06, 6.859483050407257e-06]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.6776013,"[0.0016623462531359392, 0.009419142104485467, 0.003261140287855072, 0.02894428144462191, 0.05631401662215527, 0.023286337778975152, 0.08760034332319311, -0.04009226166730514, -0.04009226166730514]","[-0.0007593852996299166, -0.00047137125354565734, 0.00017008066364641405, 0.00022566658843493459, -9.929236401518124e-05, -0.002547131781543512, 0.001389700863202252, 6.859483050407257e-06, 6.859483050407257e-06]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.6873345,"[0.001666056678639042, 0.009419328529281068, 0.003263217155137578, 0.028942720750317452, 0.056312554884970036, 0.02325378047529103, 0.08759920304060431, -0.04009226166730514, -0.04009226166730514]","[0.0003839249031687503, 0.0005463534614593195, 0.000829648983630297, 0.0011820248138715863, -0.0006730811022275729, -0.0011612438526811709, 0.0011189229196411068, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.6973977,"[0.001666056678639042, 0.009419328529281068, 0.003263217155137578, 0.028942720750317452, 0.056312554884970036, 0.02325378047529103, 0.08759920304060431, -0.04009226166730514, -0.04009226166730514]","[0.0003839249031687503, 0.0005463534614593195, 0.000829648983630297, 0.0011820248138715863, -0.0006730811022275729, -0.0011612438526811709, 0.0011189229196411068, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.707429,"[0.001666056678639042, 0.009419328529281068, 0.003263217155137578, 0.028942720750317452, 0.056312554884970036, 0.02325378047529103, 0.08759920304060431, -0.04009226166730514, -0.04009226166730514]","[0.0003839249031687503, 0.0005463534614593195, 0.000829648983630297, 0.0011820248138715863, -0.0006730811022275729, -0.0011612438526811709, 0.0011189229196411068, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.7173061,"[0.0016643441579078503, 0.009421013569377523, 0.003264762129711233, 0.028938725896348494, 0.05631209416575536, 0.023207905638796156, 0.08759776787312734, -0.04009226166730514, -0.04009226166730514]","[0.0010602827113037174, -0.00038570325963830146, 0.00032019475696728106, -0.0006707237525497543, -0.0008731831292645279, -0.0020373301708673545, 0.0006390281805564972, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.7275527,"[0.0016643441579078503, 0.009421013569377523, 0.003264762129711233, 0.028938725896348494, 0.05631209416575536, 0.023207905638796156, 0.08759776787312734, -0.04009226166730514, -0.04009226166730514]","[0.0010602827113037174, -0.00038570325963830146, 0.00032019475696728106, -0.0006707237525497543, -0.0008731831292645279, -0.0020373301708673545, 0.0006390281805564972, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.7371614,"[0.0016643441579078503, 0.009421013569377523, 0.003264762129711233, 0.028938725896348494, 0.05631209416575536, 0.023207905638796156, 0.08759776787312734, -0.04009226166730514, -0.04009226166730514]","[0.0010602827113037174, -0.00038570325963830146, 0.00032019475696728106, -0.0006707237525497543, -0.0008731831292645279, -0.0020373301708673545, 0.0006390281805564972, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.7473102,"[0.001662346217104286, 0.009421015891463269, 0.003262869276546769, 0.02894455449630806, 0.05631499769985434, 0.0231194845517666, 0.08759103463465945, -0.04009226166730514, -0.04009226166730514]","[-0.0007964858328910579, 0.00017046804491854573, 0.0007696446374114768, 0.0012776050946344368, -0.0007974681907709184, -0.0031828799727696287, -0.0020313329943549225, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.7573454,"[0.001662346217104286, 0.009421015891463269, 0.003262869276546769, 0.02894455449630806, 0.05631499769985434, 0.0231194845517666, 0.08759103463465945, -0.04009226166730514, -0.04009226166730514]","[-0.0007964858328910579, 0.00017046804491854573, 0.0007696446374114768, 0.0012776050946344368, -0.0007974681907709184, -0.0031828799727696287, -0.0020313329943549225, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.7672164,"[0.001662346217104286, 0.009421015891463269, 0.003262869276546769, 0.02894455449630806, 0.05631499769985434, 0.0231194845517666, 0.08759103463465945, -0.04009226166730514, -0.04009226166730514]","[-0.0007964858328910579, 0.00017046804491854573, 0.0007696446374114768, 0.0012776050946344368, -0.0007974681907709184, -0.0031828799727696287, -0.0020313329943549225, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.777122,"[0.001662346217104286, 0.009421015891463269, 0.003262869276546769, 0.02894455449630806, 0.05631499769985434, 0.0231194845517666, 0.08759103463465945, -0.04009226166730514, -0.04009226166730514]","[-0.0007964858328910579, 0.00017046804491854573, 0.0007696446374114768, 0.0012776050946344368, -0.0007974681907709184, -0.0031828799727696287, -0.0020313329943549225, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.7875588,"[0.001660634021053925, 0.009421093050356877, 0.003261137365282015, 0.028936559182076937, 0.056315436905531785, 0.023063308559651663, 0.08759764868947495, -0.04009226166730514, -0.04009226166730514]","[-0.0011835577436787265, -8.3668452673638e-06, 0.00020427120123490833, -0.0008568617016199895, 0.0014398070924161069, -0.002219013924210735, 0.0006644645512699297, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.797223,"[0.001660634021053925, 0.009421093050356877, 0.003261137365282015, 0.028936559182076937, 0.056315436905531785, 0.023063308559651663, 0.08759764868947495, -0.04009226166730514, -0.04009226166730514]","[-0.0011835577436787265, -8.3668452673638e-06, 0.00020427120123490833, -0.0008568617016199895, 0.0014398070924161069, -0.002219013924210735, 0.0006644645512699297, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.8072884,"[0.001660634021053925, 0.009421093050356877, 0.003261137365282015, 0.028936559182076937, 0.056315436905531785, 0.023063308559651663, 0.08759764868947495, -0.04009226166730514, -0.04009226166730514]","[-0.0011835577436787265, -8.3668452673638e-06, 0.00020427120123490833, -0.0008568617016199895, 0.0014398070924161069, -0.002219013924210735, 0.0006644645512699297, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.8171322,"[0.0016643441579078505, 0.009419327863053994, 0.0032632171550880835, 0.028938876550091752, 0.05631662984909528, 0.023019709075338568, 0.08759173949007304, -0.04009226166730514, -0.04009226166730514]","[0.00021190249608135867, -0.0009040076487002583, 0.0006510667235865494, 0.0006031748723750786, 0.000894875101541763, -0.001775439086908323, -0.0013567100682901172, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.827178,"[0.0016643441579078505, 0.009419327863053994, 0.0032632171550880835, 0.028938876550091752, 0.05631662984909528, 0.023019709075338568, 0.08759173949007304, -0.04009226166730514, -0.04009226166730514]","[0.00021190249608135867, -0.0009040076487002583, 0.0006510667235865494, 0.0006031748723750786, 0.000894875101541763, -0.001775439086908323, -0.0013567100682901172, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.8374782,"[0.0016643441579078505, 0.009419327863053994, 0.0032632171550880835, 0.028938876550091752, 0.05631662984909528, 0.023019709075338568, 0.08759173949007304, -0.04009226166730514, -0.04009226166730514]","[0.00021190249608135867, -0.0009040076487002583, 0.0006510667235865494, 0.0006031748723750786, 0.000894875101541763, -0.001775439086908323, -0.0013567100682901172, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.847164,"[0.0016660566746300265, 0.009421260814386434, 0.0032610865994617236, 0.02894182494868991, 0.05631087064574191, 0.02298684998206335, 0.08759423429981505, -0.04009226166730514, -0.04009226166730514]","[0.0003958361597650265, 0.0007372358790150746, -0.00015253906560884977, 0.0020627495766353462, -0.0006256562930410187, -0.0012569356596998091, -0.000517084600752898, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.857284,"[0.0016660566746300265, 0.009421260814386434, 0.0032610865994617236, 0.02894182494868991, 0.05631087064574191, 0.02298684998206335, 0.08759423429981505, -0.04009226166730514, -0.04009226166730514]","[0.0003958361597650265, 0.0007372358790150746, -0.00015253906560884977, 0.0020627495766353462, -0.0006256562930410187, -0.0012569356596998091, -0.000517084600752898, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.867243,"[0.0016660566746300265, 0.009421260814386434, 0.0032610865994617236, 0.02894182494868991, 0.05631087064574191, 0.02298684998206335, 0.08759423429981505, -0.04009226166730514, -0.04009226166730514]","[0.0003958361597650265, 0.0007372358790150746, -0.00015253906560884977, 0.0020627495766353462, -0.0006256562930410187, -0.0012569356596998091, -0.000517084600752898, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.877655,"[0.0016660566746300265, 0.009421260814386434, 0.0032610865994617236, 0.02894182494868991, 0.05631087064574191, 0.02298684998206335, 0.08759423429981505, -0.04009226166730514, -0.04009226166730514]","[0.0003958361597650265, 0.0007372358790150746, -0.00015253906560884977, 0.0020627495766353462, -0.0006256562930410187, -0.0012569356596998091, -0.000517084600752898, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.8871968,"[0.0016623462170547926, 0.009421446823928092, 0.003259116985225262, 0.028941886079881574, 0.056312588667727426, 0.02295553457158306, 0.08759387402670815, -0.04009226166730514, -0.04009226166730514]","[-0.0009095084837132299, -0.0005002073680236564, -0.0019114301484703731, 0.00013973318784548535, -0.00042111069317911387, 0.0008284517623530204, -0.0007346549576615408, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.8974354,"[0.0016623462170547926, 0.009421446823928092, 0.003259116985225262, 0.028941886079881574, 0.056312588667727426, 0.02295553457158306, 0.08759387402670815, -0.04009226166730514, -0.04009226166730514]","[-0.0009095084837132299, -0.0005002073680236564, -0.0019114301484703731, 0.00013973318784548535, -0.00042111069317911387, 0.0008284517623530204, -0.0007346549576615408, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.907506,"[0.0016623462170547926, 0.009421446823928092, 0.003259116985225262, 0.028941886079881574, 0.056312588667727426, 0.02295553457158306, 0.08759387402670815, -0.04009226166730514, -0.04009226166730514]","[-0.0009095084837132299, -0.0005002073680236564, -0.0019114301484703731, 0.00013973318784548535, -0.00042111069317911387, 0.0008284517623530204, -0.0007346549576615408, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9173183,"[0.0016623462170547926, 0.009421013712190396, 0.003259433585752428, 0.028941754039793377, 0.056315579793465236, 0.02291872537731754, 0.08759424715837694, -0.040082411665061955, -0.040082411665061955]","[-0.0005959885769482843, 0.0005129851749632055, 0.0006439272207492493, 0.00029587069806441405, 0.0013305292141874295, -0.001369845598957652, 0.0004761201903072793, 0.0001460138789819392, 0.0001460138789819392]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9271502,"[0.0016623462170547926, 0.009421013712190396, 0.003259433585752428, 0.028941754039793377, 0.056315579793465236, 0.02291872537731754, 0.08759424715837694, -0.040082411665061955, -0.040082411665061955]","[-0.0005959885769482843, 0.0005129851749632055, 0.0006439272207492493, 0.00029587069806441405, 0.0013305292141874295, -0.001369845598957652, 0.0004761201903072793, 0.0001460138789819392, 0.0001460138789819392]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9372206,"[0.0016623462170547926, 0.009421013712190396, 0.003259433585752428, 0.028941754039793377, 0.056315579793465236, 0.02291872537731754, 0.08759424715837694, -0.040082411665061955, -0.040082411665061955]","[-0.0005959885769482843, 0.0005129851749632055, 0.0006439272207492493, 0.00029587069806441405, 0.0013305292141874295, -0.001369845598957652, 0.0004761201903072793, 0.0001460138789819392, 0.0001460138789819392]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9472,"[0.0016643441579078503, 0.009423401021596889, 0.0032587700411804543, 0.028940651566340847, 0.05631345614726305, 0.022883296093600514, 0.08759177435532894, -0.040082411665061955, -0.040082411665061955]","[0.0003741228865097066, 0.0008203833368581449, -0.0007771528615555493, -0.0001331205535337498, -0.0001511361418109895, -0.0014980698824440936, -0.0013850874869558395, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9572406,"[0.0016643441579078503, 0.009423401021596889, 0.0032587700411804543, 0.028940651566340847, 0.05631345614726305, 0.022883296093600514, 0.08759177435532894, -0.040082411665061955, -0.040082411665061955]","[0.0003741228865097066, 0.0008203833368581449, -0.0007771528615555493, -0.0001331205535337498, -0.0001511361418109895, -0.0014980698824440936, -0.0013850874869558395, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9673684,"[0.0016643441579078503, 0.009423401021596889, 0.0032587700411804543, 0.028940651566340847, 0.05631345614726305, 0.022883296093600514, 0.08759177435532894, -0.040082411665061955, -0.040082411665061955]","[0.0003741228865097066, 0.0008203833368581449, -0.0007771528615555493, -0.0001331205535337498, -0.0001511361418109895, -0.0014980698824440936, -0.0013850874869558395, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9771852,"[0.0016643441579078503, 0.009423401021596889, 0.0032587700411804543, 0.028940651566340847, 0.05631345614726305, 0.022883296093600514, 0.08759177435532894, -0.040082411665061955, -0.040082411665061955]","[0.0003741228865097066, 0.0008203833368581449, -0.0007771528615555493, -0.0001331205535337498, -0.0001511361418109895, -0.0014980698824440936, -0.0013850874869558395, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9871087,"[0.0016623462170547926, 0.009419301153170911, 0.0032587700812710275, 0.028938727223472238, 0.056310380062239256, 0.02282710962402046, 0.0875932504777095, -0.040082411665061955, -0.040082411665061955]","[-0.00037759350942255515, -0.00029937785540274005, -0.0014390815795748148, -0.0001279048510052151, -0.001639353300698893, -0.0016107123518253684, -0.0004371768164165876, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586298.9972234,"[0.0016623462170547926, 0.009419301153170911, 0.0032587700812710275, 0.028938727223472238, 0.056310380062239256, 0.02282710962402046, 0.0875932504777095, -0.040082411665061955, -0.040082411665061955]","[-0.00037759350942255515, -0.00029937785540274005, -0.0014390815795748148, -0.0001279048510052151, -0.001639353300698893, -0.0016107123518253684, -0.0004371768164165876, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586299.0072138,"[0.0016623462170547926, 0.009419301153170911, 0.0032587700812710275, 0.028938727223472238, 0.056310380062239256, 0.02282710962402046, 0.0875932504777095, -0.040082411665061955, -0.040082411665061955]","[-0.00037759350942255515, -0.00029937785540274005, -0.0014390815795748148, -0.0001279048510052151, -0.001639353300698893, -0.0016107123518253684, -0.0004371768164165876, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586299.0171316,"[0.0016660566786390427, 0.00941930202575525, 0.0032625056591289534, 0.02893997130186632, 0.05631325894400895, 0.022781743783853337, 0.08759336822103958, -0.040082411665061955, -0.040082411665061955]","[0.0007236949109093032, -0.00040673579169568793, 0.0009481230553230538, 0.0005323472800131594, -0.00016397822835984683, -9.755619515385163e-05, -0.00028942832663651606, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586299.0271013,"[0.0016660566786390427, 0.00941930202575525, 0.0032625056591289534, 0.02893997130186632, 0.05631325894400895, 0.022781743783853337, 0.08759336822103958, -0.040082411665061955, -0.040082411665061955]","[0.0007236949109093032, -0.00040673579169568793, 0.0009481230553230538, 0.0005323472800131594, -0.00016397822835984683, -9.755619515385163e-05, -0.00028942832663651606, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586299.0372806,"[0.0016660566786390427, 0.00941930202575525, 0.0032625056591289534, 0.02893997130186632, 0.05631325894400895, 0.022781743783853337, 0.08759336822103958, -0.040082411665061955, -0.040082411665061955]","[0.0007236949109093032, -0.00040673579169568793, 0.0009481230553230538, 0.0005323472800131594, -0.00016397822835984683, -9.755619515385163e-05, -0.00028942832663651606, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586299.0471444,"[0.001667769199364736, 0.009417182749939523, 0.0032586531782964425, 0.028938004131149775, 0.05631361381235324, 0.02273872569403057, 0.08759411632095626, -0.040082411665061955, -0.040082411665061955]","[0.0012567549872367116, -6.769847684380615e-05, -0.0013883324406929517, -0.0012151016699246046, 0.0001956783321112823, -0.0014465536882661129, -0.0005766440149519248, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1745586299.0571985,"[0.001667769199364736, 0.009417182749939523, 0.0032586531782964425, 0.028938004131149775, 0.05631361381235324, 0.02273872569403057, 0.08759411632095626, -0.040082411665061955, -0.040082411665061955]","[0.0012567549872367116, -6.769847684380615e-05, -0.0013883324406929517, -0.0012151016699246046, 0.0001956783321112823, -0.0014465536882661129, -0.0005766440149519248, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]",[0. 0. 0. 0. 0. 0. 0. 0.],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
