timestamp,joint_positions,joint_velocities,object_position,target_position,last_action,interpered_actions
1745586310.3375301,"[0.18164095663711247, 1.0211890634008747, 0.6937419252553971, 0.5574722082337611, 0.5575290300846307, 0.5846403318365319, -0.3744597849443264, -0.013741212859749795, -0.013741212859749795]","[-0.0014156754145009118, 0.0009801146096623527, 0.00022593430967862075, -7.793603293680521e-05, 0.00011892546738216038, -0.0021084340448314686, 0.0009701384736059941, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.347825,"[0.1815673252864454, 1.0211849433108862, 0.6937442313529751, 0.5574742879227199, 0.5575283999177247, 0.5846458680276352, -0.37446102353496646, -0.013741212859749795, -0.013741212859749795]","[-0.0017020778030469685, 0.0013296712952235524, 0.00024179994002013476, -0.00037946564602584464, -0.00022089962718628532, 0.0005120715821117511, -0.0009797407150731324, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.3572938,"[0.1815673252864454, 1.0211849433108862, 0.6937442313529751, 0.5574742879227199, 0.5575283999177247, 0.5846458680276352, -0.37446102353496646, -0.013741212859749795, -0.013741212859749795]","[-0.0017020778030469685, 0.0013296712952235524, 0.00024179994002013476, -0.00037946564602584464, -0.00022089962718628532, 0.0005120715821117511, -0.0009797407150731324, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.3680727,"[0.1815673252864454, 1.0211849433108862, 0.6937442313529751, 0.5574742879227199, 0.5575283999177247, 0.5846458680276352, -0.37446102353496646, -0.013741212859749795, -0.013741212859749795]","[-0.0017020778030469685, 0.0013296712952235524, 0.00024179994002013476, -0.00037946564602584464, -0.00022089962718628532, 0.0005120715821117511, -0.0009797407150731324, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.3772633,"[0.1815673252864454, 1.0211849433108862, 0.6937442313529751, 0.5574742879227199, 0.5575283999177247, 0.5846458680276352, -0.37446102353496646, -0.013741212859749795, -0.013741212859749795]","[-0.0017020778030469685, 0.0013296712952235524, 0.00024179994002013476, -0.00037946564602584464, -0.00022089962718628532, 0.0005120715821117511, -0.0009797407150731324, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.3875086,"[0.18148625618589656, 1.0211880830726037, 0.6937450349486779, 0.5574733041961308, 0.5575279940006922, 0.5846408248639756, -0.374461468629316, -0.013741212859749795, -0.013741212859749795]","[-0.002574569690449196, 0.000569031934030451, -0.00020674346525162987, 0.00019792131613512653, -0.0003617408733401291, -0.0013079676461404408, 0.0001124132663162373, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.3974392,"[0.18148625618589656, 1.0211880830726037, 0.6937450349486779, 0.5574733041961308, 0.5575279940006922, 0.5846408248639756, -0.374461468629316, -0.013741212859749795, -0.013741212859749795]","[-0.002574569690449196, 0.000569031934030451, -0.00020674346525162987, 0.00019792131613512653, -0.0003617408733401291, -0.0013079676461404408, 0.0001124132663162373, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4073443,"[0.18148625618589656, 1.0211880830726037, 0.6937450349486779, 0.5574733041961308, 0.5575279940006922, 0.5846408248639756, -0.374461468629316, -0.013741212859749795, -0.013741212859749795]","[-0.002574569690449196, 0.000569031934030451, -0.00020674346525162987, 0.00019792131613512653, -0.0003617408733401291, -0.0013079676461404408, 0.0001124132663162373, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4175782,"[0.1814227102104117, 1.0211828940814625, 0.6937397367580478, 0.5574740054421001, 0.5575320623229689, 0.5846474214820074, -0.3744583868336545, -0.018238066658377648, -0.018238066658377648]","[-0.00021873865602242075, -0.0017214963773938671, 0.0005832223731127902, -0.0012316425831072157, -0.0014447488602113774, 0.00023096036497675465, 0.001536709864941216, -0.1155951989963392, -0.1155951989963392]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.42765,"[0.1814227102104117, 1.0211828940814625, 0.6937397367580478, 0.5574740054421001, 0.5575320623229689, 0.5846474214820074, -0.3744583868336545, -0.018238066658377648, -0.018238066658377648]","[-0.00021873865602242075, -0.0017214963773938671, 0.0005832223731127902, -0.0012316425831072157, -0.0014447488602113774, 0.00023096036497675465, 0.001536709864941216, -0.1155951989963392, -0.1155951989963392]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4377584,"[0.1814227102104117, 1.0211828940814625, 0.6937397367580478, 0.5574740054421001, 0.5575320623229689, 0.5846474214820074, -0.3744583868336545, -0.018238066658377648, -0.018238066658377648]","[-0.00021873865602242075, -0.0017214963773938671, 0.0005832223731127902, -0.0012316425831072157, -0.0014447488602113774, 0.00023096036497675465, 0.001536709864941216, -0.1155951989963392, -0.1155951989963392]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4475398,"[0.181393417052266, 1.0211828570962957, 0.6937407992142361, 0.5574739510040514, 0.5575348899620123, 0.5846477530850329, -0.37445838814984905, -0.018238066658377648, -0.018238066658377648]","[-0.0010576543272293399, -0.0007658349013970863, 0.0006225088551805898, -0.0002682023500650864, -0.0008159070435162021, 0.00038057067871992564, 5.2917969089289984e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4574084,"[0.181393417052266, 1.0211828570962957, 0.6937407992142361, 0.5574739510040514, 0.5575348899620123, 0.5846477530850329, -0.37445838814984905, -0.018238066658377648, -0.018238066658377648]","[-0.0010576543272293399, -0.0007658349013970863, 0.0006225088551805898, -0.0002682023500650864, -0.0008159070435162021, 0.00038057067871992564, 5.2917969089289984e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4676712,"[0.181393417052266, 1.0211828570962957, 0.6937407992142361, 0.5574739510040514, 0.5575348899620123, 0.5846477530850329, -0.37445838814984905, -0.018238066658377648, -0.018238066658377648]","[-0.0010576543272293399, -0.0007658349013970863, 0.0006225088551805898, -0.0002682023500650864, -0.0008159070435162021, 0.00038057067871992564, 5.2917969089289984e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.477288,"[0.181393417052266, 1.0211828570962957, 0.6937407992142361, 0.5574739510040514, 0.5575348899620123, 0.5846477530850329, -0.37445838814984905, -0.018238066658377648, -0.018238066658377648]","[-0.0010576543272293399, -0.0007658349013970863, 0.0006225088551805898, -0.0002682023500650864, -0.0008159070435162021, 0.00038057067871992564, 5.2917969089289984e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4873364,"[0.18137967736615737, 1.0211835719443707, 0.6937401295223441, 0.5574741551116067, 0.5575347576619842, 0.5846460208199882, -0.3744650199208948, -0.018238066658377648, -0.018238066658377648]","[-2.505800811704377e-05, -0.0007571937537882081, -0.0005498423369418191, -0.00016430485301177904, -1.0992358208127581e-05, 0.0006809745436496019, -0.0013570860036352071, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.4977438,"[0.18137967736615737, 1.0211835719443707, 0.6937401295223441, 0.5574741551116067, 0.5575347576619842, 0.5846460208199882, -0.3744650199208948, -0.018238066658377648, -0.018238066658377648]","[-2.505800811704377e-05, -0.0007571937537882081, -0.0005498423369418191, -0.00016430485301177904, -1.0992358208127581e-05, 0.0006809745436496019, -0.0013570860036352071, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.5077012,"[0.18137967736615737, 1.0211835719443707, 0.6937401295223441, 0.5574741551116067, 0.5575347576619842, 0.5846460208199882, -0.3744650199208948, -0.018238066658377648, -0.018238066658377648]","[-2.505800811704377e-05, -0.0007571937537882081, -0.0005498423369418191, -0.00016430485301177904, -1.0992358208127581e-05, 0.0006809745436496019, -0.0013570860036352071, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.5174215,"[0.18137036677569854, 1.021187422358484, 0.6937396467569016, 0.5574740734755479, 0.557534657760299, 0.5846452351206808, -0.3744624207772988, -0.018238066658377648, -0.018238066658377648]","[0.0006079106130144325, 0.00036984958897010945, -0.0012005984522431977, -0.0002065123063664887, 0.00013510225280063224, 0.00012317691536818803, 0.001113612036909203, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.5275414,"[0.18137036677569854, 1.021187422358484, 0.6937396467569016, 0.5574740734755479, 0.557534657760299, 0.5846452351206808, -0.3744624207772988, -0.018238066658377648, -0.018238066658377648]","[0.0006079106130144325, 0.00036984958897010945, -0.0012005984522431977, -0.0002065123063664887, 0.00013510225280063224, 0.00012317691536818803, 0.001113612036909203, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.5376098,"[0.18137036677569854, 1.021187422358484, 0.6937396467569016, 0.5574740734755479, 0.557534657760299, 0.5846452351206808, -0.3744624207772988, -0.018238066658377648, -0.018238066658377648]","[0.0006079106130144325, 0.00036984958897010945, -0.0012005984522431977, -0.0002065123063664887, 0.00013510225280063224, 0.00012317691536818803, 0.001113612036909203, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.5473967,"[0.18135225723935203, 1.0211866012263846, 0.6937418427888127, 0.5574769259031274, 0.5575376623463971, 0.5846460299713021, -0.374460665572739, -0.018238066658377648, -0.018238066658377648]","[-0.001582625592832248, 0.0003530673848526476, -0.0004269379066266268, 0.0007457996799256516, -0.00011967206864646148, 0.0007625666718120214, -2.1806612671022078e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.5574298,"[0.18135225723935203, 1.0211866012263846, 0.6937418427888127, 0.5574769259031274, 0.5575376623463971, 0.5846460299713021, -0.374460665572739, -0.018238066658377648, -0.018238066658377648]","[-0.001582625592832248, 0.0003530673848526476, -0.0004269379066266268, 0.0007457996799256516, -0.00011967206864646148, 0.0007625666718120214, -2.1806612671022078e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.567323,"[0.18135225723935203, 1.0211866012263846, 0.6937418427888127, 0.5574769259031274, 0.5575376623463971, 0.5846460299713021, -0.374460665572739, -0.018238066658377648, -0.018238066658377648]","[-0.001582625592832248, 0.0003530673848526476, -0.0004269379066266268, 0.0007457996799256516, -0.00011967206864646148, 0.0007625666718120214, -2.1806612671022078e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.577286,"[0.18135225723935203, 1.0211866012263846, 0.6937418427888127, 0.5574769259031274, 0.5575376623463971, 0.5846460299713021, -0.374460665572739, -0.018238066658377648, -0.018238066658377648]","[-0.001582625592832248, 0.0003530673848526476, -0.0004269379066266268, 0.0007457996799256516, -0.00011967206864646148, 0.0007625666718120214, -2.1806612671022078e-05, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.5876236,"[0.18133018608905238, 1.0211856150126666, 0.6937436895208947, 0.5574735803371924, 0.557536879668735, 0.5846448632369303, -0.3744595920454857, -0.018238066658377648, -0.018238066658377648]","[-0.0005213833569105235, 0.000725559016908277, 0.0003042413371625762, 0.0003740276536053861, -9.439366861596979e-05, 0.00027314626684793415, 0.0013878655795800476, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.597486,"[0.18133018608905238, 1.0211856150126666, 0.6937436895208947, 0.5574735803371924, 0.557536879668735, 0.5846448632369303, -0.3744595920454857, -0.018238066658377648, -0.018238066658377648]","[-0.0005213833569105235, 0.000725559016908277, 0.0003042413371625762, 0.0003740276536053861, -9.439366861596979e-05, 0.00027314626684793415, 0.0013878655795800476, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6073759,"[0.18133018608905238, 1.0211856150126666, 0.6937436895208947, 0.5574735803371924, 0.557536879668735, 0.5846448632369303, -0.3744595920454857, -0.02299430310726166, -0.02299430310726166]","[-0.0005213833569105235, 0.000725559016908277, 0.0003042413371625762, 0.0003740276536053861, -9.439366861596979e-05, 0.00027314626684793415, 0.0013878655795800476, -0.07848934417184962, -0.07848934417184962]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6174457,"[0.18130325063748284, 1.0211849352481084, 0.6937439314090031, 0.5574757563998451, 0.5575342020789454, 0.5846449214085636, -0.37445539844686065, -0.02299430310726166, -0.02299430310726166]","[-0.0012509375073579757, 0.0007745853285284227, 0.0005054889593312491, 0.001316137772378149, -0.0011030809656077927, 0.0016699891604505265, 0.0007564902421070293, -0.07848934417184962, -0.07848934417184962]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.627627,"[0.18130325063748284, 1.0211849352481084, 0.6937439314090031, 0.5574757563998451, 0.5575342020789454, 0.5846449214085636, -0.37445539844686065, -0.02299430310726166, -0.02299430310726166]","[-0.0012509375073579757, 0.0007745853285284227, 0.0005054889593312491, 0.001316137772378149, -0.0011030809656077927, 0.0016699891604505265, 0.0007564902421070293, -0.07848934417184962, -0.07848934417184962]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6373222,"[0.18130325063748284, 1.0211849352481084, 0.6937439314090031, 0.5574757563998451, 0.5575342020789454, 0.5846449214085636, -0.37445539844686065, -0.02299430310726166, -0.02299430310726166]","[-0.0012509375073579757, 0.0007745853285284227, 0.0005054889593312491, 0.001316137772378149, -0.0011030809656077927, 0.0016699891604505265, 0.0007564902421070293, -0.07848934417184962, -0.07848934417184962]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6473868,"[0.1812715246934532, 1.0211843042711366, 0.6937400602208217, 0.5574713252452321, 0.5575360750444941, 0.5846444109989268, -0.3744603374890671, -0.02299430310726166, -0.02299430310726166]","[-0.0011800349395683042, 0.0003269039673265145, -0.0007784277113463607, -0.00031141095389722795, 0.0007582352514062255, 2.9443905567270512e-05, 0.0011569814144151095, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6574497,"[0.1812715246934532, 1.0211843042711366, 0.6937400602208217, 0.5574713252452321, 0.5575360750444941, 0.5846444109989268, -0.3744603374890671, -0.02299430310726166, -0.02299430310726166]","[-0.0011800349395683042, 0.0003269039673265145, -0.0007784277113463607, -0.00031141095389722795, 0.0007582352514062255, 2.9443905567270512e-05, 0.0011569814144151095, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6673987,"[0.1812715246934532, 1.0211843042711366, 0.6937400602208217, 0.5574713252452321, 0.5575360750444941, 0.5846444109989268, -0.3744603374890671, -0.02299430310726166, -0.02299430310726166]","[-0.0011800349395683042, 0.0003269039673265145, -0.0007784277113463607, -0.00031141095389722795, 0.0007582352514062255, 2.9443905567270512e-05, 0.0011569814144151095, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6773186,"[0.1812715246934532, 1.0211843042711366, 0.6937400602208217, 0.5574713252452321, 0.5575360750444941, 0.5846444109989268, -0.3744603374890671, -0.02299430310726166, -0.02299430310726166]","[-0.0011800349395683042, 0.0003269039673265145, -0.0007784277113463607, -0.00031141095389722795, 0.0007582352514062255, 2.9443905567270512e-05, 0.0011569814144151095, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.6872249,"[0.1812394515052869, 1.021184927230582, 0.6937447432416411, 0.557475337686141, 0.5575353708407254, 0.5846426966940479, -0.3744630978185494, -0.02299430310726166, -0.02299430310726166]","[-0.0013036587148499814, 0.0007020233658439261, 0.0008862505232526108, 0.0004240488816077201, -0.0007025420153642073, -0.0005468708269778462, -0.001663821153237818, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.697571,"[0.1812394515052869, 1.021184927230582, 0.6937447432416411, 0.557475337686141, 0.5575353708407254, 0.5846426966940479, -0.3744630978185494, -0.02299430310726166, -0.02299430310726166]","[-0.0013036587148499814, 0.0007020233658439261, 0.0008862505232526108, 0.0004240488816077201, -0.0007025420153642073, -0.0005468708269778462, -0.001663821153237818, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.7073293,"[0.1812394515052869, 1.021184927230582, 0.6937447432416411, 0.557475337686141, 0.5575353708407254, 0.5846426966940479, -0.3744630978185494, -0.02299430310726166, -0.02299430310726166]","[-0.0013036587148499814, 0.0007020233658439261, 0.0008862505232526108, 0.0004240488816077201, -0.0007025420153642073, -0.0005468708269778462, -0.001663821153237818, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
1745586310.7174103,"[0.18122088664534566, 1.0211884081571996, 0.6937386177653011, 0.5574720889488223, 0.5575370355995417, 0.5846460345562736, -0.3744645870039424, -0.02299430310726166, -0.02299430310726166]","[-0.0005550222212446052, 0.0008032485131336967, 0.0002334665624661893, -0.0010186891318465785, -0.0013151458619634472, -9.87881022205411e-06, -0.0019101150629321226, 0.0, 0.0]","[0.5, 0.4, 0.055]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.207218    2.0164204   1.5347072   1.1474962   0.45797813  0.9045992
 -0.44601342 -1.0969532 ]","[0.207218, 2.0164204, 1.5347072, 1.1474962, 0.45797813, 0.9045992, -0.44601342, -1.0969532]"
