timestamp,step_count,eef_pos_x,eef_pos_y,eef_pos_z,eef_quat_x,eef_quat_y,eef_quat_z,eef_quat_w
2025-07-02 09:32:03.113,0,0.462588369846344,-0.0018753934418782592,0.2614537179470062,0.999828040599823,0.006731748580932617,0.010430628433823586,-0.013599196448922157
2025-07-02 09:32:03.162,1,0.4626670479774475,-0.0018016210524365306,0.26153770089149475,0.9998267292976379,0.006795118097215891,0.010526243597269058,-0.013589183799922466
2025-07-02 09:32:03.212,2,0.4636285603046417,-0.0010911469580605626,0.26259613037109375,0.9998134970664978,0.006842980161309242,0.01175239123404026,-0.013537325896322727
2025-07-02 09:32:03.263,3,0.46580636501312256,7.229962648125365e-05,0.26522335410118103,0.9997804164886475,0.006604315247386694,0.014594770967960358,-0.013330799527466297
2025-07-02 09:32:03.327,4,0.4695449769496918,0.001689249649643898,0.27074387669563293,0.9997194409370422,0.005332573316991329,0.018869169056415558,-0.013102902099490166
2025-07-02 09:32:03.362,5,0.4715195298194885,0.0025314067024737597,0.27417364716529846,0.999688982963562,0.004622636828571558,0.02063540741801262,-0.013037199154496193
2025-07-02 09:32:03.412,6,0.47436046600341797,0.0034411316737532616,0.27963802218437195,0.9996435046195984,0.0033152534160763025,0.022959323599934578,-0.013035984709858894
2025-07-02 09:32:03.465,7,0.47693368792533875,0.003918439615517855,0.2857362926006317,0.9996141791343689,0.002083395840600133,0.02427593618631363,-0.013154120184481144
2025-07-02 09:32:03.515,8,0.4792443811893463,0.0038909493014216423,0.29208341240882874,0.9995793700218201,0.0014239137526601553,0.025631751865148544,-0.013313842006027699
2025-07-02 09:32:03.562,9,0.4808729290962219,0.0033525980543345213,0.2990410327911377,0.9995551109313965,0.0008894138154573739,0.026491504162549973,-0.01349801104515791
2025-07-02 09:32:03.612,10,0.4823001027107239,0.002123926766216755,0.3074110746383667,0.9995173811912537,-0.00019118601630907506,0.027776142582297325,-0.013735090382397175
2025-07-02 09:32:03.664,11,0.4834630787372589,0.0004952460876666009,0.3164404332637787,0.9994762539863586,-0.0016495187301188707,0.02904667519032955,-0.014000698924064636
